"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r1249","الروضة","الروضة","al-Rawḍa","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1248","الثبات","الثبات","al-Thabāt","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1493","الزمان","الزمان","al-Zamān","ar","NA","1929","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r3115","العفريت الفكاهي السيار","العفريت الفكاهي السيار","al-ʿIfrīt al-Fukāhī al-Sayyār","ar","NA","1929","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1894","الصباح","الصباح","al-Ṣabāḥ","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1246","الصرخة","الصرخة","al-Ṣarkha","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3022","برهوت","برهوت","Barahūt","ar","NA","1929","","geon:1980810","Weltevreden","Weltevreden","Weltevreden","1.50528","125.12694","F","F"
"jaraid:t1r1247","ابن البلد","ابن البلد","Ibn al-Balad","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1901","اشمعنة","اشمعنة","Ishmaʿna","ar","NA","1929","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2338","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1929-01-01","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r1954","المسرات","المسرات","al-Masarrāt","ar","NA","1929-01-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r3151","القلب","القلب","al-Qalb","ar","NA","1929-01-01","","geon:281028","ʿAbd Lillī","عبد للي","ʿAbd Lillī","34.20667","35.72222","F","F"
"jaraid:t1r2256","الرابطة","الرابطة","al-Rābiṭa","ar","NA","1929-01-01","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r1885","الطبيب","الطبيب","al-Ṭabīb","ar","NA","1929-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1314","الاجيال","الاجيال","al-Ajyāl","ar","NA","1929-01-05","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1241","المحكمة","المحكمة","al-Maḥkama","ar","NA","1929-01-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1240","ماتش","ماتش","Mātsh","ar","NA","1929-01-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1886","الغلباوي","الغلباوي","al-Ghalbāwī","ar","NA","1929-01-11","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1970","الضحوك","الضحوك","al-Ḍaḥūk","ar","NA","1929-01-11","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r2298","الجريدة السورية اللبنانية","الجريدة السورية اللبنانية","al-Jarīda al-Sūriyya al-Lubnāniyya","ar","NA","1929-01-12","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r1887","رفيق المسافر","رفيق المسافر","Rafīq al-Musāfir","ar","NA","1929-01-14","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1315","الجرس","الجرس","al-Jaras","ar","NA","1929-01-18","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1955","معرض السينما","معرض السينما","Maʿraḍ al-Sīnamā","ar","NA","1929-01-20","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1347","مسامرات عزمي","مسامرات عزمي","Musāmarāt ʿAzmī","ar","NA","1929-01-25","","geon:360761","Al Mansurah","منصورة","Manṣūra","31.03637","31.38069","F","F"
"jaraid:t1r1242","النشر القضائي","النشر القضائي","al-Nashr al-Qaḍāʾī","ar","NA","1929-01-27","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3132","الذخائر","الذخائر","al-Dhakhāʾir","ar","NA","1929-02-01","","geon:277226","بعبدا","بعبدا","بعبدا","33.83389","35.54417","F","F"
"jaraid:t1r3110","المجلة الوطنية","المجلة الوطنية","al-Majalla al-Waṭaniyya","ar","NA","1929-02-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3293","الشباب","الشباب","al-Shabāb","ar","NA","1929-02-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3292","التلميذ","التلميذ","al-Tilmīdh","ar","NA","1929-02-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3109","الحكمة","الحكمة","al-Ḥikma","ar","NA","1929-02-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1889","الطريق","الطريق","al-Ṭarīq","ar","NA","1929-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1888","رقي المعارف","رقي المعارف","Raqqī al-Maʿārif","ar","NA","1929-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3111","الاوكازيون","الاوكازيون","al-Ūkāziyūn","ar","NA","1929-02-05","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2948","الحاصد","الحاصد","al-Ḥāṣid","ar","NA","1929-02-14","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1971","الاقلام","الاقلام","al-Aqlām","ar","NA","1929-02-15","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r2006","الوقت","الوقت","al-Waqt","ar","NA","1929-02-23","","geon:352180","Mīt Ghamr","ميت غمر","Mīt Ghamr","30.71247","31.32334","F","F"
"jaraid:t1r1957","الجهاد الاسلامي","الجهاد الاسلامي","al-Jihād al-Islāmī","ar","NA","1929-03-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1890","الرسول","الرسول","al-Rasūl","ar","NA","1929-03-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2010","مجلة المدرسة","مجلة المدرسة","Majallat al-Madrasa","ar","NA","1929-03-01","","geon:359792","Aswan","أسوان","Aswan","24.09082","32.89942","F","F"
"jaraid:t1r2949","الثمرات","الثمرات","al-Thamarāt","ar","NA","1929-03-10","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1956","النزاهة","النزاهة","al-Nazāha","ar","NA","1929-03-21","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1243","المحروسة المصورة","المحروسة المصورة","al-Maḥrūsa al-Muṣawwara","ar","NA","1929-03-23","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1533","الفلق","الفلق","al-Falaq","ar","NA","1929-04-01","","geon:148730","Zanzibar","مدينة زنجبار","Zanzibar","-6.16394","39.19793","F","F"
"jaraid:t1r3221","المرشد العربي","المرشد العربي","al-Murshid al-ʿArabī","ar","NA","1929-04-01","","geon:173576","Latakia","اللاذقية","Latakia","35.51484","35.77684","T","F"
"jaraid:t1r2501","العين","العين","al-ʿAyn","ar","NA","1929-04-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1892","صديق العائلة","صديق العائلة","Ṣadīq al-ʿĀʾila","ar","NA","1929-04-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2950","الناظرة","الناظرة","al-Nāẓira","ar","NA","1929-04-12","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2178","السمير","السمير","al-Samīr","ar","NA","1929-04-15","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","T","T"
"jaraid:t1r1316","الثغر","الثغر","al-Thughr","ar","NA","1929-04-16","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2679","الامة","الامة","al-Umma","ar","NA","1929-04-29","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1891","الربيع","الربيع","al-Rabīʿ","ar","NA","1929-04-30","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3142","الليالي","الليالي","al-Layālī","ar","NA","1929-05-01","","geon:276692","Bayt Shabāb","بيت شباب","Bayt Shabāb","33.93083","35.67222","F","F"
"jaraid:t1r3112","المستشار","المستشار","al-Mustashār","ar","NA","1929-05-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3191","النهضة السورية","النهضة السورية","al-Nahḍa al-Sūriyya","ar","NA","1929-05-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1893","صحيفة التعاون","صحيفة التعاون","Ṣaḥīfat al-Taʿāwun","ar","NA","1929-05-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2951","الوطن","الوطن","al-Waṭan","ar","NA","1929-05-02","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2548","الصنين","الصنين","al-Ṣanīn","ar","NA","1929-05-09","","geon:276463","Baskintā","بسكنتى","Baskintā","33.94417","35.7875","F","F"
"jaraid:t1r1244","النظام","النظام","al-Niẓām","ar","NA","1929-05-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2840","النهضة","النهضة","al-Nahḍa","ar","NA","1929-05-11","","geon:294801","Haifa","حيفا","Ḥayfā","32.81841","34.9885","T","T"
"jaraid:t1r2952","الدليل","الدليل","al-Dalīl","ar","NA","1929-05-12","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1245","الدنيا المصورة","الدنيا المصورة","al-Dunyā al-Muṣawwara","ar","NA","1929-05-22","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","T"
"jaraid:t1r3113","اليقظة","اليقظة","al-Yaqẓa","ar","NA","1929-06-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1895","الرأي العام والسعادة","الرأي العام والسعادة","al-Rāʾy al-ʿĀmm wa-l-Saʿāda","ar","NA","1929-06-05","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3215","الاعتصام","الاعتصام","al-Iʿtiṣām","ar","NA","1929-06-09","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r2953","الناقد","الناقد","al-Nāqid","ar","NA","1929-06-13","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2954","النور","النور","al-Nūr","ar","NA","1929-06-23","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2777","الرغائب","الرغائب","al-Raghāʾib","ar","NA","1929-07-07","","geon:173576","Latakia","اللاذقية","Latakia","35.51484","35.77684","F","F"
"jaraid:t1r2955","المزمار","المزمار","al-Mizmār","ar","NA","1929-07-16","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3216","الجامعة الاسلامية","الجامعة الاسلامية","al-Jāmiʿa al-Islāmiyya","ar","NA","1929-07-27","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1340","المدنية","المدنية","al-Madaniyya","ar","NA","1929-08-12","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r2956","الشباب","الشباب","al-Shabāb","ar","NA","1929-08-16","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1317","عالم السينما","عالم السينما","ʿĀlam al-Sīnimā","ar","NA","1929-08-18","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2957","المعارف","المعارف","al-Maʿārif","ar","NA","1929-08-22","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1318","عالم السينما","عالم السينما","ʿĀlam al-Sīnimā","ar","NA","1929-09-05","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2959","نداء الشعب","نداء الشعب","Nidāʾ al-Shaʿb","ar","NA","1929-09-08","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2958","صوت العراق","صوت العراق","Ṣawt al-ʿIrāq","ar","NA","1929-09-08","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1896","شهرزاد","شهرزاد","Shahrazād","ar","NA","1929-09-18","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2346","الفصول","الفصول","al-Fuṣūl","ar","NA","1929-09-21","","geon:3835868","Santiago del Estero","Santiago del Estero","Santiago del Estero","-28","-63.5","F","F"
"jaraid:t1r1898","المحامة الشرعية","المحامة الشرعية","al-Muḥāma al-Sharʿiyya","ar","NA","1929-10-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r3114","الزنبقة","الزنبقة","al-Zanbaqa","ar","NA","1929-10-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1897","مجلة الشبان المسلمين","مجلة الشبان المسلمين","Majallat al-Shubbān al-Muslimīn","ar","NA","1929-10-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3334","برهوت","برهوت","Barhūt","ar","NA","1929-10-01","","geon:1642911","Batavia","جاكارتا","Batavia","-6.21462","106.84513","T","F"
"jaraid:t1r2502","بيروت سبور","بيروت سبور","Bayrūt Sbūr","ar","NA","1929-10-06","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2960","البرهان","البرهان","al-Burhān","ar","NA","1929-10-17","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2961","البلاد","البلاد","al-Bilād","ar","NA","1929-10-25","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1899","المجلة الجديدة","المجلة الجديدة","al-Majalla al-Jadīda","ar","NA","1929-11-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2962","اليقظة","اليقظة","al-Yaqẓa","ar","NA","1929-11-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3138","جوبيتر","جوبيتر","Jūbītar","ar","NA","1929-11-01","","geon:277130","Baalbek","بعلبك","Baʿalbak","34.00583","36.21806","F","F"
"jaraid:t1r1958","الملاكم","الملاكم","al-Mulākim","ar","NA","1929-11-24","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1900","ابو الهول","ابو الهول","Abū al-Hawl","ar","NA","1929-11-26","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2503","المعرض الاسبوعي","المعرض الاسبوعي","al-Maʿraḍ al-Usbūʿī","ar","NA","1929-12-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2963","الحارس","الحارس","al-Ḥāris","ar","NA","1929-12-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2964","صدى المزمار","صدى المزمار","Ṣadā al-Mizmār","ar","NA","1929-12-03","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1250","جريدة الامين","جريدة الامين","Jarīdat al-Amīn","ar","NA","1929-12-19","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2681","الثروة","الثروة","al-Tharwa","ar","NA","1929-12-22","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
