"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r1654","حديقة الروايات","حديقة الروايات","Ḥadīqat al-Riwāyāt","ar","NA","1909","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1591","صفى الحجاز","صفى الحجاز","Ṣafā al-Ḥijāz","ar","NA","1909","","geon:105343","Jeddah","جدة","Jeddah","21.54238","39.19797","F","F"
"jaraid:t1r1014","البهلول","البهلول","al-Bahlūl","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1647","الجامعة المصرية","الجامعة المصرية","al-Jāmiʿa al-Miṣriyya","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1646","المدرسة","المدرسة","al-Madrasa","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1648","المجلة المطبعية","المجلة المطبعية","al-Majalla al-Maṭbaʿiyya","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1012","المقطم الاسبوعي","المقطم الاسبوعي","al-Muqaṭṭam al-Usbūʿī","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3001","الرقيب","الرقيب","al-Raqīb","ar","NA","1909-01-01","","geon:109223","Medina","المدينة المنورة","al-Madīna","24.46861","39.61417","F","F"
"jaraid:t1r3039","الحرب العثمانية الروسية","الحرب العثمانية الروسية","al-Ḥarb al-ʿUthmāniyya al-Rūsiyya","ar","NA","1909-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1011","الظهور","الظهور","al-Ẓuhūr","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1649","فرعون","فرعون","Firʿawn","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1650","مجلة اليمان الشهرية","مجلة اليمان الشهرية","Majallat al-Īmān al-Shahriyya","ar","NA","1909-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2046","شمس الحقائق","شمس الحقائق","Shams al-Ḥaqāʾiq","ar","NA","1909-01-01","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r1013","الاستقامة","الاستقامة","al-Istiqāma","ar","NA","1909-01-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1924","المسامرات الاسبوعية","المسامرات الاسبوعية","al-Musāmarāt al-Usbūʿiyya","ar","NA","1909-01-03","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1015","النظام","النظام","al-Niẓām","ar","NA","1909-01-13","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2045","الاخاء العثماني","الاخاء العثماني","al-Ikhāʾ al-ʿUthmānī","ar","NA","1909-01-21","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r2034","النبراس","النبراس","al-Nibrās","ar","NA","1909-01-22","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r3040","النبراس","النبراس","al-Nibrās","ar","NA","1909-01-22","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2584","المرج","المرج","al-Marj","ar","NA","1909-01-25","","geon:271225","Marjaayoun","مرجعيون","Marjʿayūn","33.27511","35.53822","F","F"
"jaraid:t1r2557","لبنان","لبنان","Lubnān","ar","NA","1909-01-25","","geon:277226","بعبدا","بعبدا","بعبدا","33.83389","35.54417","F","F"
"jaraid:t1r2846","الرقيب","الرقيب","al-Raqīb","ar","NA","1909-01-28","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2228","الحديقة","الحديقة","al-Ḥadīqa","ar","NA","1909-01-28","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","T","F"
"jaraid:t1r2592","دمشق","دمشق","Dimashq","ar","NA","1909-02-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1652","مجلة جمعية الحياة","مجلة جمعية الحياة","Majallat Jamʿiyyat al-Ḥayāt","ar","NA","1909-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1017","حذام","حذام","Ḥidhām","ar","NA","1909-02-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2047","العرب","العرب","al-ʿArab","ar","NA","1909-02-03","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r2033","العرفان","العرفان","al-ʿIrfān","ar","NA","1909-02-05","","geon:268064","Sidon","صيدا","Ṣaydā","33.55751","35.37148","T","T"
"jaraid:t1r3121","العرفان","العرفان","al-ʿUrfān","ar","NA","1909-02-05","","geon:268064","Sidon","صيدا","Ṣaydā","33.55751","35.37148","T","F"
"jaraid:t1r2372","الحقيقة","الحقيقة","al-Ḥaqīqa","ar","NA","1909-02-06","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r2373","لسان الاتحاد","لسان الاتحاد","Lisān al-Ittiḥād","ar","NA","1909-02-08","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2374","المفيد","المفيد","al-Mufīd","ar","NA","1909-02-09","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r2847","الارشاد","الارشاد","al-Irshād","ar","NA","1909-02-12","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2375","ابابيل","ابابيل","Abābīl","ar","NA","1909-02-15","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1589","شمس الحقيقة","شمس الحقيقة","Shams al-Ḥaqīqa","ar","NA","1909-02-16","","geon:104515","Mecca","مكة","Mecca","21.42664","39.82563","F","F"
"jaraid:t1r2560","زهرة الشبيبة","زهرة الشبيبة","Zahrat al-Shabība","ar","NA","1909-02-16","","geon:8134087","الشويفات","الشويفات","al-Shuwayfāt","30.00806","31.40942","F","F"
"jaraid:t1r1018","المسامر","المسامر","al-Masāmir","ar","NA","1909-02-19","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3202","فوائد","فوائد","Fawāʾid","ar","NA","1909-02-26","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1271","ابو نواس","ابو نواس","Abū Nuwwās","ar","NA","1909-02-27","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1019","الاقباط الكاثوليك","الاقباط الكاثوليك","al-Aqbāṭ al-Kāthūlīk","ar","NA","1909-03-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1405","الخرطوم","الخرطوم","al-Kharṭūm","ar","NA","1909-03-01","","geon:379252","Khartoum","الخرطوم","al-Kharṭūm","15.55177","32.53241","F","F"
"jaraid:t1r1410","العصر الجديد","العصر الجديد","al-ʿAṣr al-Jadīd","ar","NA","1909-03-01","","geon:2210247","Tripoli","طرابلس الغرب","Tripoli","33.49199","36.24247","F","F"
"jaraid:t1r1925","العائلة القبطية","العائلة القبطية","al-ʿĀʾila al-Qibṭiyya","ar","NA","1909-03-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2532","الحق","الحق","al-Ḥaqq","ar","NA","1909-03-12","","geon:276692","Bayt Shabāb","بيت شباب","Bayt Shabāb","33.93083","35.67222","F","F"
"jaraid:t1r1653","مجلة عمال السكة الحديد","مجلة عمال السكة الحديد","Majallat ʿUmmāl al-Sikka al-Ḥadīd","ar","NA","1909-03-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2848","الانقلاب","الانقلاب","al-Inqilāb","ar","NA","1909-03-21","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1272","الطنبوره","الطنبوره","al-Ṭanbūrah","ar","NA","1909-03-21","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1020","الامال","الامال","al-Āmāl","ar","NA","1909-03-30","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2261","الفوائد","الفوائد","al-Fawāʾid","ar","NA","1909-04-01","","geon:3452925","Porto Alegre","بورتو أليغري","Porto Alegre","-30.03283","-51.23019","F","F"
"jaraid:t1r1021","اللواء المصور","اللواء المصور","al-Liwāʾ al-Muṣawwar","ar","NA","1909-04-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1655","الاستاذ","الاستاذ","al-Ustādh","ar","NA","1909-04-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2593","ظهرك بالك","ظهرك بالك","Ẓahrak Bālak","ar","NA","1909-04-02","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2594","السكة الحجازية","السكة الحجازية","al-Sikka al-Ḥijāziyya","ar","NA","1909-04-03","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1656","صحيفة نادي دار العلوم","صحيفة نادي دار العلوم","Ṣaḥīfat Nādī Dār al-ʿUlūm","ar","NA","1909-04-06","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2069","نهضة العرب","نهضة العرب","Nahḍat al-ʿArab","ar","NA","1909-04-09","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r2595","حط بالخرج","حط بالخرج","Ḥuṭṭ bi-l-Khurj","ar","NA","1909-04-12","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2596","اعطيه جمله","اعطيه جمله","Aʿṭihi Jamalah??","ar","NA","1909-04-16","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2017","الثريا","الثريا","al-Tharayyā","ar","NA","1909-04-22","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2849","تعاون","تعاون","Taʿāwun","ar","NA","1909-04-25","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1978","البرنسس","البرنسس","al-Birinsis","ar","NA","1909-05-01","","geon:360761","Al Mansurah","منصورة","Manṣūra","31.03637","31.38069","F","F"
"jaraid:t1r2166","الحكمة","الحكمة","al-Ḥikma","ar","NA","1909-05-01","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r2966","الايقاظ","الايقاظ","al-Ayqāẓ","ar","NA","1909-05-02","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2759","اللاذقية","اللاذقية","al-Lādhaqiyya","ar","NA","1909-05-04","","geon:173576","Latakia","اللاذقية","Latakia","35.51484","35.77684","F","F"
"jaraid:t1r2196","البريد","البريد","al-Barīd","ar","NA","1909-05-15","","geon:3451190","Rio de Janeiro","ريو دي جانيرو","Rio de Janeiro","-22.90642","-43.18223","F","F"
"jaraid:t1r1590","الاصلاح الحجازي","الاصلاح الحجازي","al-Iṣlāḥ al-Ḥijāzī","ar","NA","1909-05-17","","geon:105343","Jeddah","جدة","Jeddah","21.54238","39.19797","F","F"
"jaraid:t1r2708","التقدم","التقدم","al-Taqaddum","ar","NA","1909-05-21","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r2376","الايام","الايام","al-Ayyām","ar","NA","1909-05-27","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1022","الشجاعة","الشجاعة","al-Shajāʿa","ar","NA","1909-06-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2967","التهذيب","التهذيب","al-Tahdhīb","ar","NA","1909-06-01","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2968","اظهار الحق","اظهار الحق","Iẓhār al-Ḥaqq","ar","NA","1909-06-01","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r3149","مجلة العثماني","مجلة العثماني","Majallat al-ʿUthmānī","ar","NA","1909-06-01","","geon:280328","البترون","البترون","البترون","34.25528","35.65806","F","F"
"jaraid:t1r1450","الفتح","الفتح","al-Fatḥ","ar","NA","1909-06-07","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r3155","النعمة","النعمة","al-Niʿma","ar","NA","1909-06-15","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1999","الشمس","الشمس","al-Shams","ar","NA","1909-06-15","","geon:7046973","Qanā","قنى","Qanā","36.43842","41.87641","F","F"
"jaraid:t1r3042","الحسناء","الحسناء","al-Ḥasnāʾ","ar","NA","1909-06-20","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r2850","روضة","روضة","Rawḍa","ar","NA","1909-06-22","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2377","الحرية","الحرية","al-Ḥurriyya","ar","NA","1909-06-24","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2851","الحقيقة","الحقيقة","al-Ḥaqīqa","ar","NA","1909-06-25","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2819","الاخبار","الاخبار","al-Akhbār","ar","NA","1909-06-29","","geon:293253","Jaffa","يافا","Yāfā","32.05043","34.75224","T","T"
"jaraid:t1r1979","تحفة العصر المستقبل مصر","تحفة العصر المستقبل مصر","Tuḥfat al-ʿAṣr bi-Mustaqbal Miṣr","ar","NA","1909-07-01","","geon:360761","Al Mansurah","منصورة","Manṣūra","31.03637","31.38069","F","F"
"jaraid:t1r1451","مرشد الامة","مرشد الامة","Murshid al-Umma","ar","NA","1909-07-02","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2709","الخطيب","الخطيب","al-Khaṭīb","ar","NA","1909-07-05","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1453","جحا","جحا","Jiḥā","ar","NA","1909-07-08","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2981","نينوى","نينوى","Nīniwā","ar","NA","1909-07-15","","geon:99072","Mosul","الموصل","Moṣūl","36.335","43.11889","F","F"
"jaraid:t1r3043","الكوثر","الكوثر","al-Kawthar","ar","NA","1909-07-18","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2530","الحكمة","الحكمة","al-Ḥikma","ar","NA","1909-07-23","","geon:11432730","Jubayl","جبيل","Jubayl","34.94472","36.70519","F","F"
"jaraid:t1r2852","صائب","صائب","Ṣāʾib","ar","NA","1909-08-03","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2710","الشعب","الشعب","al-Shaʿb","ar","NA","1909-08-05","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1454","النهضة","النهضة","al-Nahḍa","ar","NA","1909-08-07","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2853","صدى بابل","صدى بابل","Ṣadā Bābal","ar","NA","1909-08-13","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","T","T"
"jaraid:t1r1455","ابو نواس","ابو نواس","Abū Nuwwās","ar","NA","1909-08-27","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1659","الرقي الاسلامي","الرقي الاسلامي","al-Raqqī al-Islāmī","ar","NA","1909-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1658","مجلة العلم العثماني","مجلة العلم العثماني","Majallat al-ʿAlam al-ʿUthmānī","ar","NA","1909-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1456","التونسي","التونسي","al-Tūnisī","ar","NA","1909-10-08","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1512","المسلم","المسلم","al-Muslim","ar","NA","1909-10-14","","geon:2501152","Constantine","قسنطينة","Constantine","36.365","6.61472","F","F"
"jaraid:t1r3117","الجامعة الفنون","الجامعة الفنون","al-Jāmiʿat al-Funūn","ar","NA","1909-10-15","","geon:266826","Tripoli","طرابلس الشام","Ṭarāblus al-Shām","34.43352","35.84415","F","F"
"jaraid:t1r2378","العيواظ","العيواظ","al-ʿĪwāẓ","ar","NA","1909-10-18","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2693","لسان الشرق","لسان الشرق","Lisān al-Sharq","ar","NA","1909-10-19","","geon:170017","Hama","حماة","Ḥamāh","35.13179","36.75783","F","F"
"jaraid:t1r2151","الخواطر","الخواطر","al-Khawāṭir","ar","NA","1909-10-20","","geon:3530597","Mexico City","مدينة مكسيكو","Mexico City","19.42847","-99.12766","F","F"
"jaraid:t1r3044","المورد الصافي","المورد الصافي","al-Mawrid al-Ṣāfī","ar","NA","1909-11-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2854","الزهور","الزهور","al-Zuhūr","ar","NA","1909-11-04","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2597","موارد الحكمة","موارد الحكمة","Mawārid al-Ḥikma","ar","NA","1909-11-09","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2682","حمص","حمص","Ḥumṣ","ar","NA","1909-11-13","","geon:169577","Homs","Ḩimş","Ḥomṣ","34.72682","36.72339","T","F"
"jaraid:t1r1661","مرشد الاطفال","مرشد الاطفال","Murshid al-Aṭfāl","ar","NA","1909-11-14","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3002","المدينة المنورة","المدينة المنورة","al-Madīna al-Munawwara","ar","NA","1909-11-16","","geon:109223","Medina","المدينة المنورة","al-Madīna","24.46861","39.61417","F","F"
"jaraid:t1r2969","مرقعة الهندي","مرقعة الهندي","Marqaʿat al-Hindī","ar","NA","1909-11-21","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2379","الخرج","الخرج","al-Khurj","ar","NA","1909-12-04","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2598","الراوي","الراوي","al-Rāwī","ar","NA","1909-12-04","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2599","الامة","الامة","al-Umma","ar","NA","1909-12-04","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2855","بينة النهرين","بينة النهرين","Bayna al-Nahrayn","ar","NA","1909-12-06","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2600","هلال عثماني","هلال عثماني","Hilāl ʿUthmānī","ar","NA","1909-12-13","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1023","البشائر","البشائر","al-Bashāʾir","ar","NA","1909-12-17","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1412","ابو قشة","ابو قشة","Abū Qashsha","ar","NA","1910","","geon:2210247","Tripoli","طرابلس الغرب","Tripoli","33.49199","36.24247","F","F"
"jaraid:t1r2144","البومبى","البومبى","al-Būmbā","ar","NA","1910","","geon:6077243","Montreal","مونتريال","Montreal","45.50884","-73.58781","F","F"
"jaraid:t1r1927","الارشاد الاسلامي","الارشاد الاسلامي","al-Irshād al-Islāmī","ar","NA","1910","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2550","الاعتدال","الاعتدال","al-Iʿtidāl","ar","NA","1910","","geon:276633","Biḥamdūn","بحمدون","Biḥamdūn","33.795","35.65111","F","F"
"jaraid:t1r1666","الجامعة الاسلامية","الجامعة الاسلامية","al-Jāmiʿa al-Islāmiyya","ar","NA","1910","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2143","المكتب الكندي","المكتب الكندي","al-Maktab al-Kanadī","ar","NA","1910","","geon:6077243","Montreal","مونتريال","Montreal","45.50884","-73.58781","F","F"
"jaraid:t1r2185","المعارف","المعارف","al-Maʿārif","ar","NA","1910","","NA","NA","NA","NA","NA","NA","F","F"
"jaraid:t1r2152","المطامر","المطامر","al-Maṭāmir","ar","NA","1910","","geon:3530597","Mexico City","مدينة مكسيكو","Mexico City","19.42847","-99.12766","F","F"
"jaraid:t1r2154","القضاء","القضاء","al-Qaḍāʾ","ar","NA","1910","","geon:3530597","Mexico City","مدينة مكسيكو","Mexico City","19.42847","-99.12766","F","F"
"jaraid:t1r1251","القصاص","القصاص","al-Qiṣāṣ","ar","NA","1910","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r1663","الوجديات","الوجديات","al-Wajdiyyāt","ar","NA","1910","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2229","الوطن","الوطن","al-Waṭan","ar","NA","1910","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r1465","الزعبال","الزعبال","al-Ziʿbāl","ar","jrb","1910","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1989","الحكيم","الحكيم","al-Ḥakīm","ar","NA","1910","","geon:358448","Damanhur","دمنهور","Damanhur","31.03408","30.46823","F","F"
"jaraid:t1r2153","الصاعقة","الصاعقة","al-Ṣāʿaqa","ar","NA","1910","","geon:3530597","Mexico City","مدينة مكسيكو","Mexico City","19.42847","-99.12766","F","F"
"jaraid:t1r1462","جحجوح","جحجوح","Jaḥjūḥ","ar","NA","1910","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1664","صدى النعمة والحق","صدى النعمة والحق","Ṣadā al-Niʿma wa-l-Ḥaqq","ar","NA","1910","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2321","الفرائد","الفرائد","al-Farāʾid","ar","NA","1910-01-01","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r3045","الجسمانية","الجسمانية","al-Jasmāniyya","ar","NA","1910-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3046","اللطائف الاهلية","اللطائف الاهلية","al-Laṭāʾif al-Ahliyya","ar","NA","1910-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2380","النصير البيروتي","النصير البيروتي","al-Naṣīr al-Bayrūtī","ar","NA","1910-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1662","الروايات الجديدة","الروايات الجديدة","al-Riwāyāt al-Jadīda","ar","NA","1910-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2334","الاستاذ","الاستاذ","al-Ustādh","ar","NA","1910-01-01","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r1027","الآداب","الآداب","al-Ādāb","ar","NA","1910-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3249","الحياة","الحياة","al-Ḥayāt","ar","NA","1910-01-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2856","الرياض","الرياض","al-Riyāḍ","ar","NA","1910-01-07","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2857","يلديرم","يلديرم","Yildīrum","ar","NA","1910-01-09","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1028","الكائنات","الكائنات","al-Kāʾināt","ar","NA","1910-01-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2858","الظرايف","الظرايف","al-Ẓarāyif","ar","NA","1910-01-17","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2549","الشاغور","الشاغور","al-Shāghūr","ar","NA","1910-01-21","","geon:274652","Ḥammānā","حمانى","Ḥammānā","33.82583","35.73472","F","F"
"jaraid:t1r2527","النهضة","النهضة","al-Nahḍa","ar","NA","1910-01-24","","geon:272874","Kafr Ḥātā","كفر حاتى","Kafr Ḥātā","34.38278","35.89944","F","F"
"jaraid:t1r2381","الرشيد","الرشيد","al-Rashīd","ar","NA","1910-01-27","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2601","النفاخة","النفاخة","al-Naffākha","ar","NA","1910-01-28","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1665","الهداية","الهداية","al-Hidāya","ar","NA","1910-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3047","الكلية","الكلية","al-Kulliyya","ar","NA","1910-02-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2602","الشرق","الشرق","al-Sharq","ar","NA","1910-02-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2167","العالم الجديد","العالم الجديد","al-ʿĀlam al-Jadīd","ar","NA","1910-02-01","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","T","F"
"jaraid:t1r2711","مسخرة","مسخرة","Maskhara","ar","NA","1910-02-01","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r3144","صدى الوطنية","صدى الوطنية","Ṣadā al-Waṭaniyya","ar","NA","1910-02-01","","geon:277224","Baʿabdāt","بعبدات","Baʿabdāt","33.89111","35.6725","F","F"
"jaraid:t1r1667","السيارة الفلكية","السيارة الفلكية","al-Sayyāra al-Falakiyya","ar","NA","1910-02-11","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
